class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,8,0,6,6,0,0,0,0,0,0,6,3232,3450,0,0,0,2262,0,0,0,0,0,10978,8942,6694,362,0,0,0,0,12,24,0,0,0,0,0,0,0,0,6688,0,50,8,334,1444,90,1112,3650,0,0,0,4734,588,146,98,70,62,66,634,122,168,17694,2,4,0,0,2262,168,5222,1456,na,na,na,na,na,na,na,na,6500,8.99,17694,17694,19498,31.0,0,1670,17460,6732,1209600,230,2,2,0,1576.32,158.4,3139.2,0,10,0,0,0,2754,2184,1514,230,6,0,0,0,4,17694,0,1898,14,12,4,104,1102,3104,418,32,0,2,30,1276,132,0,0,0,0,1786,44,78,0,0,40,180,0,0,0,0,170,0,0,0,24,72,18,10060,1012,3898,16,0,0,0,0.72,38,5306,1148,52,16,50,90,18,8,0,0,0,0
neg,41968,na,2130706432,504,0,0,0,0,0,0,42052,1319986,1088958,199800,10290,0,1113500,0,0,0,0,0,2432312,2144902,363618,251130,0,0,0,0,356,80,0,0,0,0,0,30774,1597478,642424,390410,0,1550,376,678,1342,161402,2495658,80,0,0,0,946540,472122,229456,191038,181770,262610,377550,0,0,0,2796376,336,130,1770,12,1113500,33186,191780,170976,153260,149600,na,na,na,na,na,na,56500,41967.14,2796376,2796376,2802386,18346,5720,35046,372000,2661086,1209600,89708,4,48,0,2177207.04,0,482237.76,2,168,0,0,0,196590,1149218,973846,313830,21716,5192,694,28,34,2796376,na,3604,434,107896,285468,111654,961192,1166534,24176,128,0,1362,210,2192360,501736,0,1510,0,16,2202664,1886,234,0,0,0,0,0,0,0,0,17070,25526,12984,0,0,63236,16024,1658860,175334,0,0,0,0,1967150,895.9,992,508588,391174,243262,112754,227390,203184,219772,195224,558952,786,0,0
neg,40080,na,2130706432,158,0,0,0,0,0,0,1268,633112,1871108,475872,22514,732,1216162,0,0,0,0,0,2476436,1925230,689464,480364,0,0,2612,0,66,4,0,0,0,0,0,120780,2312406,463478,107942,0,5416,2178,10042,88268,1860084,1038158,460,0,0,0,1201716,725688,175968,138770,123926,116380,157600,337978,26536,44,3166542,6,40,98,0,1216162,44628,293342,393140,279140,268680,na,na,na,na,na,na,135180,40079.97,3166542,3166542,3155204,19074,0,69836,740260,3004606,1209600,12646,2,92,0,2320898.88,0,681375.36,0,0,0,0,0,140116,1315372,1314668,217336,14570,2390,154,240,74,3166542,na,4564,540,5550,318110,195298,1423278,1028764,28232,270,0,340,386,2366888,26494,0,12276,0,32,2371062,150,14,0,0,0,0,0,0,0,0,26596,6484,1524,0,0,8574,1188,538820,53860,0,332,0,0,4946800,1502.34,1386,717768,564048,371152,185912,300662,206280,157758,119818,324394,56814,0,0
neg,1418,na,110,102,0,0,0,0,0,0,96,47866,37750,0,0,0,35822,0,0,0,0,0,97150,89612,10740,4378,0,0,0,0,212,38,0,0,0,0,0,0,58520,26184,1008,0,1104,48,60,102,29688,54700,10,0,0,0,30200,42872,8920,2554,642,336,176,12,0,0,107928,0,4,424,0,35822,848,5034,5678,na,na,na,na,na,na,na,na,10460,1418.46,107928,107928,117198,292,296,10574,107620,85712,1209600,1980,0,14,0,74713.92,0,9894.72,0,0,0,0,0,5428,74362,5134,576,188,24,0,2,6,107928,na,1190,24,776,5322,1618,32496,41950,2258,78,0,170,176,75212,50952,0,14,0,30,75676,120,32,0,0,0,0,0,0,0,0,468,178,72,0,0,1128,306,1380,384,0,0,0,0,418470,72.66,72,11782,9432,3666,1610,7470,51630,94,22,6,0,0,0
neg,28,na,4,4,0,0,0,0,0,0,110,7126,4710,1372,0,0,5644,0,0,0,0,0,14294,9720,19346,1756,0,0,0,0,16,12,0,0,0,0,0,0,9196,0,4122,0,100,182,590,34,422,11984,6,0,0,0,11208,1664,286,78,38,8,28,8,0,0,33658,0,6,0,0,5644,322,14926,4336,na,na,na,na,na,na,na,na,19060,27.95,33658,33658,35486,24,0,3144,33420,13318,1209600,742,0,0,0,5141.76,0,8105.28,0,0,0,0,0,6502,4340,2340,136,0,0,0,0,6,33658,na,172,20,22,422,700,3090,7286,1564,42,0,4,98,6396,0,0,178,0,30,6398,86,54,0,0,0,0,0,0,0,0,238,0,0,0,0,300,74,60,6,0,0,0,0,0,71.98,72,8688,4036,430,58,106,0,0,0,0,0,0,0
neg,42480,na,0,na,0,0,0,0,0,0,19020,668566,1462238,377654,1052,0,1278980,0,0,0,0,0,2259476,2003678,373524,208800,0,0,0,0,0,0,0,0,0,0,0,159338,1792564,512254,64374,0,1550,678,784,920,860,2518562,3772,0,0,1404,1170792,542458,291188,209238,150692,155594,8568,0,0,0,2633486,0,72,140,92,1278980,39798,196522,174440,163420,182000,na,na,na,na,na,na,22680,42479.03,2633486,2633486,2635912,12128,167130,18098,207260,2528530,1209600,0,na,na,na,2246454.72,0,278460.48,0,510,0,0,3684,241370,1145140,1028266,98312,9186,2416,156,na,0,2633486,na,4980,440,63946,111916,110442,1447264,766352,23034,156,0,na,na,na,na,na,na,na,na,na,1436,122,0,0,0,0,0,0,0,0,20800,48938,8104,0,0,114770,15780,3752820,542150,0,6730,0,0,2479070,851.28,1040,295300,342874,265672,141514,363968,393284,338336,194108,192782,692,0,0
neg,19522,na,214,196,0,0,0,0,0,0,108408,362440,496232,154804,7606,522,521836,0,0,0,0,0,1011130,875776,190736,116028,0,0,0,0,854,170,0,0,0,0,0,0,188426,917554,24032,0,602,180,340,57156,721244,349882,608,0,0,0,293434,309802,102402,72790,53764,42758,65570,177788,11704,0,1202036,60,474,104,6,521836,14846,112490,77610,na,na,na,na,na,na,na,na,188580,19522.66,1202036,1202036,1206982,8781.0,0,118904,1199640,1130012,1209600,39294,0,36,0,1035762.24,0,93614.4,0,0,0,0,5486,163048,364146,428058,154318,12564,2114,278,654,662,1202036,na,1476,212,26056,40714,44336,753034,256394,7528,262,0,274,314,1038172,137624,0,37964,0,16,1044076,610,116,0,0,0,0,0,0,0,0,7912,12024,2086,0,0,35848,6966,11380,1516,0,0,0,0,243140,400.46,426,101078,187294,139846,72982,141000,166898,95678,67056,118988,39192,0,0
neg,120760,na,688,608,0,0,0,0,0,0,92206,1617150,4475626,1463680,40422,1734,3350442,0,0,0,206,440,6971452,6136728,1197602,710230,0,0,0,0,2214,592,0,0,0,0,0,269118,4366574,2642528,412598,0,4632,3470,10136,1268280,5602330,801878,92,0,0,0,2588608,1474856,839658,800836,737312,790994,458524,30,0,0,8170486,0,230,264,58,3350442,95408,718066,477850,145260,157520,178380,184720,165800,211680,na,na,142100,120759.49,8170486,8170486,8171072,51443.0,53786,83028,898500,7690818,1209600,259646,2,268,0,6669738.24,0,1015615.68,0,0,0,0,618,287932,2298814,3515162,1472030,104096,11088,1078,42,62,8170486,na,9886,1238,406650,501508,411502,5093186,1232628,33886,334,0,942,1398,6452612,120566,0,39236,0,44,6739530,5238,406,0,0,0,0,0,0,0,0,47492,122806,21526,0,0,218366,53510,456140,237554,0,0,0,0,55914650,2729.24,2802,1074214,1308096,1010640,500566,951510,787016,642078,494818,894376,27504,0,0
neg,614,0,2130706432,26,0,0,0,0,0,0,20872,33514,21868,0,0,0,26412,0,0,0,0,0,71114,62046,38520,2390,0,0,0,0,32,0,0,0,0,0,0,0,0,6044,70210,0,278,112,146,272,1656,1074,72716,0,0,0,53788,12100,4580,2034,1028,1108,560,448,150,458,109748,8,30,110,4,26412,930,24792,12882,na,na,na,na,na,na,na,na,37360,614.63,109748,109748,109228,309.0,0,10588,108540,76724,1209600,2212,2,10,0,37358.4,22632,14800.32,2,54,0,0,7834,21374,36068,8642,2328,8,0,0,2,6,109748,0,1954,24,398,6590,20720,43576,2986,6,0,0,42,0,40000,8796,0,32,0,0,40004,338,68,305730,44648,0,0,0,0,0,0,1038,0,0,0,0,1190,226,95700,9570,0,0,0,0,0,3.0,206,40014,9642,4340,1936,6144,5826,2526,5804,22,0,0,0
neg,133014,na,0,na,0,0,0,0,0,0,140286,5325442,6251208,1997396,78144,2716,7316912,63956,0,0,960,1618,12448902,10479488,2933716,1408600,0,0,1396,0,0,0,0,0,0,0,0,0,12725712,1069370,110,0,27070,21884,22536,31970,5804408,7849458,37850,16,0,0,4911110,2174614,1478842,1076864,859902,764394,767172,1384672,373320,4302,15388862,0,534,1836,464,7316912,217316,1536826,1384594,206140,249740,261700,260980,204440,210140,195880,160920,142380,133013.16,15388862,15388862,14993174,103467.0,2855058,44922,818980,13795192,1209600,0,na,na,na,12404536.32,0,1345286.4,0,0,0,0,1486,2008268,5805524,5045848,822504,101034,10300,228,na,5874,15388862,na,20820,6152,1040664,494946,2804674,9298796,127534,1606,0,0,na,na,na,na,na,na,na,na,na,17620,1170,0,0,0,0,0,0,0,0,152670,20192,3288,0,0,389312,62412,30009520,7412202,0,0,0,0,65451990,10060.16,12848,1409542,6606794,3755048,549346,1186228,267458,11416,3902,5440,18,0,0
neg,29498,na,2792,2458,0,0,0,0,0,0,1576,780766,3386046,663468,4010,0,2020242,1282,0,0,0,0,3599604,2465018,1655552,1035674,0,0,217408,0,19594,2964,0,0,0,0,0,0,77114,4758752,0,0,4702,3334,3496,836084,3296568,691556,126,0,0,0,2321388,734850,347686,270194,221988,194732,188836,436094,120066,32,5255880,0,168,110,0,2020242,81338,662974,988636,364740,382360,384880,400600,na,na,na,na,114100,29497.75,5255880,5255880,5247564,30706,48324,34070,408240,4835866,1209600,205030,336,418,0,3415233.6,84048.96,1330225.92,0,0,0,0,0,1950,466784,2613312,1615392,128948,8948,532,818,888,5255880,na,6864,978,288438,982786,301860,2508066,733904,12630,340,0,4280,5970,2236498,9880,26,1660,978,0,3484232,7926,468,0,0,250,84224,0,0,0,0,51680,23602,2982,0,0,152882,20472,5193620,734442,0,0,0,0,0,2095.4,2174,1447844,2399638,776828,103858,70936,21476,10284,4074,928,0,0,0
neg,2078,na,6,6,0,0,0,0,0,0,100,962,65668,63132,664,0,53370,0,0,0,0,0,124492,112842,18920,8208,0,0,0,0,14,12,0,0,0,0,0,8336,99830,6972,15388,0,1002,38,82,96,48090,81196,22,0,0,0,60518,51904,11876,5018,558,304,308,40,0,0,143436,96,1294,212,0,53370,1336,10736,8148,na,na,na,na,na,na,na,na,18660,2077.91,143436,143436,146126,416,118,14128,143040,130526,1209600,3824,2,8,0,115747.2,0,13753.92,0,0,0,0,0,64,45916,48080,35588,684,194,0,4,8,143436,na,1152,34,1580,4976,3022,45438,72478,1830,16,0,6,76,115936,55134,0,26,0,8,116556,148,66,0,0,0,0,0,0,0,0,730,792,560,0,0,2230,614,568220,56870,14322,46,0,0,1027200,76.4,88,15952,19594,10182,5358,19762,57502,1788,212,148,28,0,0
neg,84662,0,0,0,0,0,0,0,0,182186,2585508,2227518,745292,67918,0,0,2673386,0,0,0,91972,118780,5762538,5462304,970580,280776,0,0,0,0,0,0,0,0,0,0,0,0,108046,1884178,3816198,0,11096,2740,4178,4492,5526,76114,5562892,129406,11976,2,1781658,1627828,952964,554976,452780,330376,103870,3956,14,0,6827176,0,0,0,0,2673386,67616,714508,253578,146640,192380,178060,177040,197640,na,na,na,63000,84662.66,6827176,6827176,6788206,19497.0,0,72436,760920,5816544,1209600,0,0,0,0,5178854.4,0,626448.96,20,1502,0,8346,444164,1058896,1514630,1501824,956622,309462,14210,268,0,0,6827176,0,16216,2086,182030,585710,342868,3890640,769900,18972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33228,0,0,0,0,0,0,0,0,0,0,0,0,0,6869.96,4334,695970,1171658,1055950,475380,768420,431626,586394,615888,7122,14,0,0
neg,175966,na,4434,3970,0,0,0,0,0,0,7526,507960,8988254,4074852,43910,6,6923388,0,1086,2394,0,0,11079590,8910942,3470442,1895554,0,0,93766,0,35712,6178,0,0,0,0,0,0,1952834,11668088,1586,0,14148,10068,14882,26936,1115476,12440950,42,6,0,0,5064370,2177768,1073826,858346,729746,650170,912960,2151428,3894,0,14552230,0,3156,3130,648,6923388,268134,1650074,1810206,301160,351580,269120,249960,411000,267620,280220,252200,2780,175966.3,14552230,14552230,14528164,108248,355508,104410,8580,13622508,1209600,374408,374,346,0,11066189.76,0,2542458.24,6,2234,0,0,0,49076,377644,6750478,5931384,457534,51594,4798,9444,14064,14552230,na,21338,2710,551088,1644048,578428,9449280,1337316,38044,256,0,7498,22998,6819734,1160530,0,32616,52,0,11153832,10356,1036,0,0,0,0,0,0,0,0,177400,88476,24636,0,0,379928,60774,13969460,2753008,0,0,0,0,93508830,4758.14,5638,2589202,2508816,1830980,1458250,3450278,1503502,206112,50940,23906,522,0,0
neg,1414,na,38,38,0,0,0,0,0,19020,63850,23332,3876,0,0,0,35370,0,0,0,8912,15056,93104,78022,67356,10378,0,0,0,0,20,44,0,0,0,0,0,0,0,50600,59478,0,518,316,426,626,40692,67500,0,0,0,0,42524,28370,26326,7772,2466,772,646,1014,150,38,169540,26,36,24,0,35370,1380,43484,23570,na,na,na,na,na,na,na,na,66200,1414.12,169540,169540,173776,514,0,16158,168260,110078,1209600,3588,2,14,0,74897.28,0,33883.2,4,104,0,212,69002,35428,4060,1062,278,36,0,0,0,4,169540,na,1382,58,6004,2574,14046,85916,98,0,0,0,110,78,77712,27226,0,0,0,0,78054,338,274,0,0,0,0,0,0,0,0,1562,0,0,0,0,2026,426,272060,27250,0,0,0,0,414150,187.7,220,36582,14410,5124,2426,5538,3844,6266,35870,18,0,0,0
neg,40882,na,118,104,0,0,0,0,0,0,39226,1566056,1356994,144904,3774,0,1479964,12978,0,0,0,0,2488222,1863168,711840,578814,0,0,0,0,1084,298,0,0,0,0,0,0,20850,12976,3077128,0,1562,502,878,9410,1986304,1112134,164,0,0,0,990178,836572,434320,330114,218298,170920,130550,2,0,0,3200564,0,38,60,0,1479964,68462,181248,528870,268660,271680,na,na,na,na,na,na,165820,40881.5,3200564,3200564,3204582,17167.0,56934,72602,776040,3110954,1209600,92034,2,112,0,2517166.08,15519.36,561123.84,0,0,0,0,230,386086,1813894,757262,137004,12794,3628,56,154,158,3200564,na,4060,600,79056,472538,116934,1382874,1035472,19332,88,0,158,874,1955564,39904,0,324,0,28,2548296,2682,508,0,0,310,15780,0,0,0,0,36962,27302,5032,0,0,79158,21416,1834260,388264,0,0,0,0,856070,1112.7,1228,612938,760944,207750,126216,362802,383446,315604,194756,146438,60,0,0
neg,62530,2,1656,na,0,0,0,1418,161696,923654,2466226,512464,27202,1258,0,0,1875164,0,0,0,358262,504952,3305014,3268638,732896,261232,0,0,0,0,1818,412,0,0,0,22888,157100,123020,434400,1459626,1896884,0,8030,2336,2484,2950,4982,2839158,527236,706742,0,0,1580122,1053196,532996,256882,168716,162758,149024,157542,30336,2346,4397492,720,532,1364,0,1875164,57644,321668,408972,194640,144420,237440,na,na,na,na,na,146660,62529.12,4397492,4397492,4341638,19819.0,107496,70018,758500,4096664,1209600,0,na,na,na,3492361.92,0,595958.4,66,694,29846,207786,636158,727230,765122,756426,637418,284668,40096,9168,na,0,4397492,0,8856,1024,298894,306084,156228,1284330,1992722,45360,420,0,na,na,na,na,na,na,na,na,na,4356,188,0,0,0,0,0,0,0,0,34144,18510,3184,6261516,1065462,185632,34314,6500920,785614,3766536,23616,0,0,40146810,2273.12,2380,629872,768222,486120,188592,354696,263008,255588,1130140,17656,24,0,0
neg,5490,na,0,na,0,0,0,0,0,0,2746,91534,249702,4792,0,0,161720,0,64,0,0,0,338038,323150,22914,8786,0,0,0,0,0,0,0,0,0,0,0,0,77900,144826,126048,0,1960,82,146,188,58584,287804,10,0,0,0,124008,122996,55726,23596,12210,6340,2268,1310,300,20,361056,0,14,12,126,161720,2588,6878,15960,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,22100,5490.39,361056,361056,361756,1129.0,27402,35660,360100,348774,1209600,0,na,na,na,310078.08,0,36013.44,na,na,0,0,0,24934,205372,112900,4616,724,228,0,na,0,361056,na,1924,44,336,15092,23316,116868,186912,4180,102,0,na,na,na,na,na,na,na,na,na,496,44,0,0,0,0,0,0,0,0,1250,2472,498,0,0,12954,2608,880280,105346,0,0,0,0,4490410,na,na,41490,48070,29596,18138,112420,98100,926,26,8,0,0,0
neg,224,0,48,42,0,0,0,0,0,0,2096,47562,31194,874,0,0,33014,0,0,0,218,638,100052,88160,80756,2756,0,0,0,0,6,20,0,0,0,0,0,0,0,11314,70412,0,4866,512,536,1280,4704,69796,32,0,0,0,59828,12044,2868,1312,1924,2286,1076,358,30,0,181180,10,38,30,0,33014,1356,69756,9910,na,na,na,na,na,na,na,na,78960,223.48,181180,181180,179908,167.0,530,17494,179640,82074,1209600,2526,0,16,0,22879.68,34308.48,21267.84,6,166,0,0,650,18668,55952,5554,730,162,10,0,24,34,181180,0,4136,148,98,8600,8216,32498,24548,3478,4,0,66,34,23622,206,0,58,0,0,25890,244,106,5080,45740,0,0,0,0,0,0,1158,38,8,0,0,1428,282,2880,1218,0,0,0,0,0,544.4,294,59922,13638,3644,674,1096,704,722,1326,0,0,0,0
neg,425318,na,0,na,0,0,0,0,0,0,195540,7164524,20471894,4667778,76060,4,15555006,2704,0,0,0,0,27833352,22973738,9131050,3801642,0,0,1084,0,0,0,0,0,0,0,0,631894,18049384,10915730,2978792,0,72416,51100,82502,426978,20750702,11191918,156,24,4,0,13018820,5561664,3076252,2450484,2094254,1923296,2098516,1991470,348638,12406,36975594,282,400,1552,2158,15555006,428930,5390632,3708768,200660,203640,215820,226000,287800,282120,270480,246020,85400,425318.46,36975594,36975594,36179414,204214,4856246,103818,574220,32575800,1209600,0,na,na,na,9368816.64,0,1454959.68,78336,na,0,0,5402,1372066,12307208,15036526,3201622,534702,111862,6412,na,0,36975594,na,50298,10086,2011656,1955692,4840634,21780852,1900162,26410,10,0,na,na,na,na,na,na,na,na,na,39310,1312,0,0,0,0,0,0,0,0,294698,342264,56804,0,0,823746,118440,73083220,14471288,0,0,0,0,315538760,1.08,0,3798524,9298452,6078332,2918072,4874478,2427736,1338218,720174,1085546,36268,0,0
neg,30908,na,2130706432,1072,0,0,0,0,0,0,3696,1218696,879044,48546,1560,0,904670,0,0,0,0,0,1920736,1660050,357324,212782,0,0,0,0,2454,286,0,0,0,0,0,48772,1631600,209692,261478,0,1432,274,698,21316,1032028,1093786,2008,0,0,0,803864,509934,144362,107060,86130,71726,89588,337342,1536,0,2278590,88,20,338,2,904670,25900,177658,178850,186480,na,na,na,na,na,na,na,165860,30907.44,2278590,2278590,2279760,14335.0,4326,103678,1063580,2151542,1209600,84398,2,78,0,1807126.08,0,342853.44,0,0,0,0,0,295086,1262600,539760,41024,10072,2936,64,40,50,2278590,na,3870,490,21762,210844,105602,625456,1130162,53084,272,0,1912,802,1626662,24742,0,90188,0,16,1835090,2220,278,0,0,0,0,0,0,0,0,14566,28552,11368,0,0,76528,11882,5351040,592496,0,0,0,0,907480,1011.54,1086,362496,501128,258114,102106,187540,164688,137552,125396,295264,17258,0,0
neg,65462,na,1212,1166,0,0,0,0,0,0,10956,940002,2242990,714372,77528,5346,1809544,1448,0,0,0,0,3552222,3015700,613170,465402,0,0,5586,0,1774,384,0,0,0,0,0,192880,2797634,890138,110542,0,2742,1050,2042,217178,2777850,990200,132,0,0,0,989342,1051114,379828,288702,235180,196548,390966,459514,0,0,4166168,46,74,214,30,1809544,59282,286582,324406,206720,139400,135540,na,na,na,na,na,124100,65461.15,4166168,4166168,4182140,31642,160,48792,528520,3991194,1209600,143000,0,52,0,3562848,0,425713.92,0,0,0,0,0,170824,1196098,1918000,626708,70294,8758,512,2,10,4166168,na,5932,800,133296,243096,141836,2258398,1184346,23432,58,0,1904,1074,3589374,21938,0,1298,0,60,3598284,2330,190,0,0,0,0,0,0,0,0,30394,59580,11080,0,0,155652,28166,31660,4722,255380,6906,0,0,12894140,1429.98,1644,450980,763840,436486,212164,417986,374664,429518,322256,560526,22774,0,0
neg,102014,na,2130706432,584,0,0,0,0,0,0,6974,328606,4111406,2843772,131182,1158,3082562,0,0,0,0,0,7202954,6670660,783804,397528,0,0,0,0,1440,342,0,0,0,0,0,84800,552510,4816264,1969524,0,4044,796,3986,567332,6286548,560154,238,0,0,0,2904982,1755036,804184,554730,421396,501156,456242,25372,0,0,7987790,0,24,4560,62,3082562,68830,469458,313012,114140,103740,108560,128860,123900,138580,na,na,54420,102013.92,7987790,7987790,7985578,31404,27422,65898,714660,7423098,1209600,312836,2,176,0,6223770.24,0,1193737.92,0,0,0,0,1166,57680,1015006,3740082,2457116,133774,17466,808,9116,10060,7987790,na,8654,1022,10642,999916,412770,5664996,322952,2146,0,0,730,822,5892644,700632,0,4386,0,32,6310156,5622,392,0,0,0,0,0,0,0,0,34222,125840,29656,0,0,305938,44600,17771080,1930018,0,0,0,0,62014250,3223.9,2636,1260856,1461886,960548,515676,1159870,1239992,653868,134726,35670,6,0,0
neg,63040,na,0,na,0,0,0,0,0,0,156,397272,1041382,203984,5238,0,1925678,0,168,0,1286,1650,3769072,3521072,426830,195304,0,0,0,0,0,0,0,0,0,0,0,55512,1212912,261832,117776,0,794,192,420,15368,1096462,534296,498,2,0,0,606488,339956,171534,151710,208358,149104,20882,0,0,0,4197806,0,218,1578,374,1925678,40850,278452,147592,121240,98440,131700,na,na,na,na,na,69440,63039.55,4197806,4197806,1807034,7348,560034,53988,562040,1648032,1209600,0,na,na,na,3451491.84,0,381638.4,0,0,0,0,0,50340,659412,758194,157824,17182,4700,380,na,0,4197806,na,2040,260,3896,183222,98028,1057780,295802,7004,0,0,na,na,na,na,na,na,na,na,na,2052,202,0,0,0,0,0,0,0,0,18276,60266,10994,0,0,113628,17112,4424400,808180,0,0,0,0,24084710,621.64,596,185560,259306,234134,114302,222576,247956,156314,94168,127236,6480,0,0
neg,7104,na,82,78,0,0,0,0,0,0,348,43252,315476,192392,22988,0,244490,0,0,0,0,0,542942,492572,76076,33906,0,0,0,0,186,48,0,0,0,0,0,102,95982,227638,250734,0,626,228,232,538,273578,297724,1530,0,0,0,275110,177916,67280,28356,15300,8004,2448,42,0,0,619234,0,2,1758,8,244490,6098,33528,41512,na,na,na,na,na,na,na,na,73880,7103.44,619234,619234,619650,1582,4072,60810,617220,574456,1209600,17396,0,28,0,409283.52,0,164436.48,0,0,0,0,0,16566,109312,297826,133826,15610,1302,14,8,14,619234,na,1316,170,464,100004,42016,362350,65124,3012,0,0,100,146,414888,170510,0,1236,0,46,419808,684,84,0,0,0,0,0,0,0,0,3218,1772,494,0,0,11290,3074,16680,5750,0,0,0,0,5236060,401.9,414,171130,81466,42422,19180,48088,197456,4736,3234,6744,0,0,0
neg,243548,na,0,na,0,0,0,0,0,0,210224,3966208,8932260,2321302,15654,0,7626408,0,0,na,2690,4766,14265236,13137660,1633054,862886,0,0,0,0,0,0,0,0,0,0,0,11196,2742528,12520586,171338,0,18512,10740,17314,27112,4300482,10992816,78654,16,2,0,6091614,2880300,1286804,910862,725582,834704,2019108,696424,250,0,15903784,912,992,1428,1494,7626408,151776,778930,848240,96380,169300,123060,117200,107220,121720,91360,96320,18660,243549.0,15903784,15903784,15723942,100263.0,3154540,na,138120,15445648,1209600,0,na,na,na,13616308.8,0,1812203.52,na,na,0,0,19278,1790912,7244182,5935674,404010,42650,8812,130,na,0,15903784,na,14808,3044,765962,685276,1426260,11286134,1216504,47660,0,0,na,na,na,na,na,na,na,na,na,10314,208,na,na,na,na,na,na,na,na,81236,259232,49910,0,0,606236,86202,22013140,3715818,0,0,0,0,na,na,na,1897414,2790106,1744522,863072,2435184,2369440,1409016,737404,1141152,58338,0,0
neg,32038,na,0,na,0,0,0,0,0,0,43090,1073562,859592,22782,0,0,992380,0,176,0,0,0,1818240,1642064,302166,139436,0,0,0,0,0,0,0,0,0,0,0,7838,818614,977978,194596,0,1256,562,936,2524,74626,1904474,14648,0,0,0,787896,296842,147098,119102,99624,97426,124270,213148,96012,17608,2120784,212,254,284,80,992380,25458,162566,137820,180880,1310700,1310700,1310700,1310700,1310700,1310700,1310700,117220,32038.34,2120784,2120784,2095418,13790,69942,88392,907060,1999026,1209600,0,na,na,na,1761716.16,0,235028.16,na,na,0,0,802,450870,1165844,351420,24220,4828,1042,0,na,0,2120784,na,1650,376,102072,101952,260912,1455918,72898,3248,0,0,na,na,na,na,na,na,na,na,na,1738,80,0,0,0,0,0,0,0,0,13388,30652,6832,0,0,83556,12440,3132540,468180,0,0,0,0,3062350,na,na,250440,279458,228038,126702,293268,387830,340200,89064,4026,0,0,0
neg,38090,na,174,128,0,0,0,0,0,0,212,59554,1659126,608560,16294,234,1172298,0,0,0,0,0,2135510,1903510,344824,182512,0,0,0,0,170,76,0,0,0,0,0,60616,1076284,897522,309558,0,3716,1458,1560,102798,1664712,569676,60,0,0,0,774854,544032,193580,159032,135126,121114,148576,267666,0,0,2480922,0,16,246,0,1172298,37142,202372,141638,139380,187740,na,na,na,na,na,na,12680,38090.45,2480922,2480922,2487570,16996,290,2872,55960,2343980,1209600,82674,0,124,0,2128911.36,0,211483.2,0,0,0,0,0,7764,618480,1388524,313118,12470,3356,268,22,26,2480922,na,5840,492,57980,99864,113474,1276450,768744,21094,42,0,270,190,2117868,46678,32,2010,0,0,2147970,1566,64,0,0,0,0,0,0,0,0,16884,32456,6286,0,0,89186,19630,30360,3690,92680,4240,0,0,328640,913.76,1170,233126,466496,264244,127100,279372,284698,238646,184288,264794,1216,0,0
neg,364,na,0,na,0,0,0,0,0,0,104,18622,7368,0,0,0,10864,0,56,0,0,0,32360,29284,7860,824,0,0,0,0,0,0,0,0,0,0,0,0,24922,422,750,0,840,20,40,38,84,23728,1344,0,0,0,15988,6922,2218,400,168,160,238,0,0,0,40252,0,4,16,2,10864,292,4826,2948,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,7580,363.64,40252,40252,41314,84,144,3888,40000,26094,1209600,0,na,na,na,20625.6,0,4632.96,na,na,0,0,0,3002,22464,596,32,0,0,0,na,0,40252,na,826,18,194,808,828,3768,18610,1040,2,0,na,na,na,na,na,na,na,na,na,52,46,0,0,0,0,0,0,0,0,222,54,8,0,0,660,132,45360,4612,0,0,0,0,0,na,na,5964,4332,1304,408,1148,12796,142,0,0,0,0,0
